YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Race/Ethnicity,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2015,2015,PA,Pennsylvania,13,Asian,"(40.79373015200048, -77.86070029399963)",Asian,RACE,RACEASN
2015,2015,PA,Pennsylvania,29.2,Non-Hispanic White,"(40.79373015200048, -77.86070029399963)",Non-Hispanic White,RACE,RACEWHT
2015,2015,PA,Pennsylvania,33.6,Non-Hispanic Black,"(40.79373015200048, -77.86070029399963)",Non-Hispanic Black,RACE,RACEBLK
2015,2015,PA,Pennsylvania,33.8,2 or more races,"(40.79373015200048, -77.86070029399963)",2 or more races,RACE,RACE2PLUS
2015,2015,PA,Pennsylvania,43.1,Hispanic,"(40.79373015200048, -77.86070029399963)",Hispanic,RACE,RACEHIS
2013,2013,PR,Puerto Rico,,Non-Hispanic White,"(18.220833, -66.590149)",Non-Hispanic White,RACE,RACEWHT
2013,2013,PR,Puerto Rico,,Non-Hispanic Black,"(18.220833, -66.590149)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,PR,Puerto Rico,27.8,Hispanic,"(18.220833, -66.590149)",Hispanic,RACE,RACEHIS
2013,2013,PR,Puerto Rico,,Asian,"(18.220833, -66.590149)",Asian,RACE,RACEASN
2013,2013,PR,Puerto Rico,,Hawaiian/Pacific Islander,"(18.220833, -66.590149)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,PR,Puerto Rico,,American Indian/Alaska Native,"(18.220833, -66.590149)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,PR,Puerto Rico,,2 or more races,"(18.220833, -66.590149)",2 or more races,RACE,RACE2PLUS
2013,2013,PR,Puerto Rico,,Other,"(18.220833, -66.590149)",Other,RACE,RACEOTH
2014,2014,PR,Puerto Rico,28.2,Hispanic,"(18.220833, -66.590149)",Hispanic,RACE,RACEHIS
2014,2014,PR,Puerto Rico,,Non-Hispanic White,"(18.220833, -66.590149)",Non-Hispanic White,RACE,RACEWHT
2014,2014,PR,Puerto Rico,,Non-Hispanic Black,"(18.220833, -66.590149)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,PR,Puerto Rico,,Asian,"(18.220833, -66.590149)",Asian,RACE,RACEASN
2014,2014,PR,Puerto Rico,,Hawaiian/Pacific Islander,"(18.220833, -66.590149)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,PR,Puerto Rico,,American Indian/Alaska Native,"(18.220833, -66.590149)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,PR,Puerto Rico,,2 or more races,"(18.220833, -66.590149)",2 or more races,RACE,RACE2PLUS
2014,2014,PR,Puerto Rico,,Other,"(18.220833, -66.590149)",Other,RACE,RACEOTH
2015,2015,PR,Puerto Rico,,2 or more races,"(18.220833, -66.590149)",2 or more races,RACE,RACE2PLUS
2015,2015,PR,Puerto Rico,,American Indian/Alaska Native,"(18.220833, -66.590149)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,PR,Puerto Rico,,Asian,"(18.220833, -66.590149)",Asian,RACE,RACEASN
2015,2015,PR,Puerto Rico,,Hawaiian/Pacific Islander,"(18.220833, -66.590149)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,PR,Puerto Rico,,Non-Hispanic Black,"(18.220833, -66.590149)",Non-Hispanic Black,RACE,RACEBLK
2015,2015,PR,Puerto Rico,,Non-Hispanic White,"(18.220833, -66.590149)",Non-Hispanic White,RACE,RACEWHT
2015,2015,PR,Puerto Rico,,Other,"(18.220833, -66.590149)",Other,RACE,RACEOTH
2015,2015,PR,Puerto Rico,29.5,Hispanic,"(18.220833, -66.590149)",Hispanic,RACE,RACEHIS
2011,2011,RI,Rhode Island,24.9,Non-Hispanic White,"(41.70828019300046, -71.52247031399963)",Non-Hispanic White,RACE,RACEWHT
2011,2011,RI,Rhode Island,35.2,Non-Hispanic Black,"(41.70828019300046, -71.52247031399963)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,RI,Rhode Island,26.5,Hispanic,"(41.70828019300046, -71.52247031399963)",Hispanic,RACE,RACEHIS
2011,2011,RI,Rhode Island,6,Asian,"(41.70828019300046, -71.52247031399963)",Asian,RACE,RACEASN
2011,2011,RI,Rhode Island,,Hawaiian/Pacific Islander,"(41.70828019300046, -71.52247031399963)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,RI,Rhode Island,,American Indian/Alaska Native,"(41.70828019300046, -71.52247031399963)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,RI,Rhode Island,,2 or more races,"(41.70828019300046, -71.52247031399963)",2 or more races,RACE,RACE2PLUS
2011,2011,RI,Rhode Island,32.1,Other,"(41.70828019300046, -71.52247031399963)",Other,RACE,RACEOTH
2012,2012,RI,Rhode Island,26.3,Non-Hispanic White,"(41.70828019300046, -71.52247031399963)",Non-Hispanic White,RACE,RACEWHT
2012,2012,RI,Rhode Island,24.2,Non-Hispanic Black,"(41.70828019300046, -71.52247031399963)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,RI,Rhode Island,25.4,Hispanic,"(41.70828019300046, -71.52247031399963)",Hispanic,RACE,RACEHIS
2012,2012,RI,Rhode Island,6.9,Asian,"(41.70828019300046, -71.52247031399963)",Asian,RACE,RACEASN
2012,2012,RI,Rhode Island,,Hawaiian/Pacific Islander,"(41.70828019300046, -71.52247031399963)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,RI,Rhode Island,,American Indian/Alaska Native,"(41.70828019300046, -71.52247031399963)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,RI,Rhode Island,,2 or more races,"(41.70828019300046, -71.52247031399963)",2 or more races,RACE,RACE2PLUS
2012,2012,RI,Rhode Island,,Other,"(41.70828019300046, -71.52247031399963)",Other,RACE,RACEOTH
2013,2013,RI,Rhode Island,26.6,Non-Hispanic White,"(41.70828019300046, -71.52247031399963)",Non-Hispanic White,RACE,RACEWHT
2013,2013,RI,Rhode Island,35.6,Non-Hispanic Black,"(41.70828019300046, -71.52247031399963)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,RI,Rhode Island,30.6,Hispanic,"(41.70828019300046, -71.52247031399963)",Hispanic,RACE,RACEHIS
2013,2013,RI,Rhode Island,11.9,Asian,"(41.70828019300046, -71.52247031399963)",Asian,RACE,RACEASN
2013,2013,RI,Rhode Island,,Hawaiian/Pacific Islander,"(41.70828019300046, -71.52247031399963)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,RI,Rhode Island,,American Indian/Alaska Native,"(41.70828019300046, -71.52247031399963)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,RI,Rhode Island,24,2 or more races,"(41.70828019300046, -71.52247031399963)",2 or more races,RACE,RACE2PLUS
2013,2013,RI,Rhode Island,41.5,Other,"(41.70828019300046, -71.52247031399963)",Other,RACE,RACEOTH
2014,2014,RI,Rhode Island,26.9,Non-Hispanic White,"(41.70828019300046, -71.52247031399963)",Non-Hispanic White,RACE,RACEWHT
2014,2014,RI,Rhode Island,34.7,Non-Hispanic Black,"(41.70828019300046, -71.52247031399963)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,RI,Rhode Island,27.9,Hispanic,"(41.70828019300046, -71.52247031399963)",Hispanic,RACE,RACEHIS
2014,2014,RI,Rhode Island,13.3,Asian,"(41.70828019300046, -71.52247031399963)",Asian,RACE,RACEASN
2014,2014,RI,Rhode Island,,Hawaiian/Pacific Islander,"(41.70828019300046, -71.52247031399963)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,RI,Rhode Island,,American Indian/Alaska Native,"(41.70828019300046, -71.52247031399963)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,RI,Rhode Island,27.1,2 or more races,"(41.70828019300046, -71.52247031399963)",2 or more races,RACE,RACE2PLUS
2014,2014,RI,Rhode Island,18,Other,"(41.70828019300046, -71.52247031399963)",Other,RACE,RACEOTH
2015,2015,RI,Rhode Island,,American Indian/Alaska Native,"(41.70828019300046, -71.52247031399963)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,RI,Rhode Island,,Hawaiian/Pacific Islander,"(41.70828019300046, -71.52247031399963)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,RI,Rhode Island,4.7,Asian,"(41.70828019300046, -71.52247031399963)",Asian,RACE,RACEASN
2015,2015,RI,Rhode Island,22.5,Other,"(41.70828019300046, -71.52247031399963)",Other,RACE,RACEOTH
2015,2015,RI,Rhode Island,25.6,Non-Hispanic White,"(41.70828019300046, -71.52247031399963)",Non-Hispanic White,RACE,RACEWHT
2015,2015,RI,Rhode Island,28.1,Hispanic,"(41.70828019300046, -71.52247031399963)",Hispanic,RACE,RACEHIS
2015,2015,RI,Rhode Island,29.3,2 or more races,"(41.70828019300046, -71.52247031399963)",2 or more races,RACE,RACE2PLUS
2015,2015,RI,Rhode Island,33.1,Non-Hispanic Black,"(41.70828019300046, -71.52247031399963)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,SC,South Carolina,27,Non-Hispanic White,"(33.998821303000454, -81.04537120699968)",Non-Hispanic White,RACE,RACEWHT
2011,2011,SC,South Carolina,42.3,Non-Hispanic Black,"(33.998821303000454, -81.04537120699968)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,SC,South Carolina,25,Hispanic,"(33.998821303000454, -81.04537120699968)",Hispanic,RACE,RACEHIS
2011,2011,SC,South Carolina,4.8,Asian,"(33.998821303000454, -81.04537120699968)",Asian,RACE,RACEASN
2011,2011,SC,South Carolina,,Hawaiian/Pacific Islander,"(33.998821303000454, -81.04537120699968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,SC,South Carolina,37.2,American Indian/Alaska Native,"(33.998821303000454, -81.04537120699968)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,SC,South Carolina,37.3,2 or more races,"(33.998821303000454, -81.04537120699968)",2 or more races,RACE,RACE2PLUS
2011,2011,SC,South Carolina,34,Other,"(33.998821303000454, -81.04537120699968)",Other,RACE,RACEOTH
2012,2012,SC,South Carolina,27.8,Non-Hispanic White,"(33.998821303000454, -81.04537120699968)",Non-Hispanic White,RACE,RACEWHT
2012,2012,SC,South Carolina,42.5,Non-Hispanic Black,"(33.998821303000454, -81.04537120699968)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,SC,South Carolina,28.4,Hispanic,"(33.998821303000454, -81.04537120699968)",Hispanic,RACE,RACEHIS
2012,2012,SC,South Carolina,18.5,Asian,"(33.998821303000454, -81.04537120699968)",Asian,RACE,RACEASN
2012,2012,SC,South Carolina,,Hawaiian/Pacific Islander,"(33.998821303000454, -81.04537120699968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,SC,South Carolina,44.4,American Indian/Alaska Native,"(33.998821303000454, -81.04537120699968)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,SC,South Carolina,27.2,2 or more races,"(33.998821303000454, -81.04537120699968)",2 or more races,RACE,RACE2PLUS
2012,2012,SC,South Carolina,30.8,Other,"(33.998821303000454, -81.04537120699968)",Other,RACE,RACEOTH
2013,2013,SC,South Carolina,27.6,Non-Hispanic White,"(33.998821303000454, -81.04537120699968)",Non-Hispanic White,RACE,RACEWHT
2013,2013,SC,South Carolina,43,Non-Hispanic Black,"(33.998821303000454, -81.04537120699968)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,SC,South Carolina,36.1,Hispanic,"(33.998821303000454, -81.04537120699968)",Hispanic,RACE,RACEHIS
2013,2013,SC,South Carolina,8.1,Asian,"(33.998821303000454, -81.04537120699968)",Asian,RACE,RACEASN
2013,2013,SC,South Carolina,,Hawaiian/Pacific Islander,"(33.998821303000454, -81.04537120699968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,SC,South Carolina,31.4,American Indian/Alaska Native,"(33.998821303000454, -81.04537120699968)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,SC,South Carolina,38.8,2 or more races,"(33.998821303000454, -81.04537120699968)",2 or more races,RACE,RACE2PLUS
2013,2013,SC,South Carolina,,Other,"(33.998821303000454, -81.04537120699968)",Other,RACE,RACEOTH
2014,2014,SC,South Carolina,28.8,Non-Hispanic White,"(33.998821303000454, -81.04537120699968)",Non-Hispanic White,RACE,RACEWHT
2014,2014,SC,South Carolina,42.7,Non-Hispanic Black,"(33.998821303000454, -81.04537120699968)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,SC,South Carolina,32.5,Hispanic,"(33.998821303000454, -81.04537120699968)",Hispanic,RACE,RACEHIS
2014,2014,SC,South Carolina,12.2,Asian,"(33.998821303000454, -81.04537120699968)",Asian,RACE,RACEASN
2014,2014,SC,South Carolina,,Hawaiian/Pacific Islander,"(33.998821303000454, -81.04537120699968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,SC,South Carolina,27.8,American Indian/Alaska Native,"(33.998821303000454, -81.04537120699968)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,SC,South Carolina,17.3,2 or more races,"(33.998821303000454, -81.04537120699968)",2 or more races,RACE,RACE2PLUS
2014,2014,SC,South Carolina,,Other,"(33.998821303000454, -81.04537120699968)",Other,RACE,RACEOTH
2015,2015,SC,South Carolina,,Hawaiian/Pacific Islander,"(33.998821303000454, -81.04537120699968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,SC,South Carolina,,Other,"(33.998821303000454, -81.04537120699968)",Other,RACE,RACEOTH
2015,2015,SC,South Carolina,16,Asian,"(33.998821303000454, -81.04537120699968)",Asian,RACE,RACEASN
2015,2015,SC,South Carolina,24.2,2 or more races,"(33.998821303000454, -81.04537120699968)",2 or more races,RACE,RACE2PLUS
2015,2015,SC,South Carolina,27.5,American Indian/Alaska Native,"(33.998821303000454, -81.04537120699968)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,SC,South Carolina,28.3,Hispanic,"(33.998821303000454, -81.04537120699968)",Hispanic,RACE,RACEHIS
2015,2015,SC,South Carolina,28.6,Non-Hispanic White,"(33.998821303000454, -81.04537120699968)",Non-Hispanic White,RACE,RACEWHT
2015,2015,SC,South Carolina,40.9,Non-Hispanic Black,"(33.998821303000454, -81.04537120699968)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,SD,South Dakota,26.7,Non-Hispanic White,"(44.353130053000484, -100.3735306369997)",Non-Hispanic White,RACE,RACEWHT
2011,2011,SD,South Dakota,,Non-Hispanic Black,"(44.353130053000484, -100.3735306369997)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,SD,South Dakota,39.9,Hispanic,"(44.353130053000484, -100.3735306369997)",Hispanic,RACE,RACEHIS
2011,2011,SD,South Dakota,,Asian,"(44.353130053000484, -100.3735306369997)",Asian,RACE,RACEASN
2011,2011,SD,South Dakota,,Hawaiian/Pacific Islander,"(44.353130053000484, -100.3735306369997)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,SD,South Dakota,44.7,American Indian/Alaska Native,"(44.353130053000484, -100.3735306369997)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,SD,South Dakota,25.3,2 or more races,"(44.353130053000484, -100.3735306369997)",2 or more races,RACE,RACE2PLUS
2011,2011,SD,South Dakota,,Other,"(44.353130053000484, -100.3735306369997)",Other,RACE,RACEOTH
2012,2012,SD,South Dakota,27.8,Non-Hispanic White,"(44.353130053000484, -100.3735306369997)",Non-Hispanic White,RACE,RACEWHT
2012,2012,SD,South Dakota,,Non-Hispanic Black,"(44.353130053000484, -100.3735306369997)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,SD,South Dakota,26.8,Hispanic,"(44.353130053000484, -100.3735306369997)",Hispanic,RACE,RACEHIS
2012,2012,SD,South Dakota,,Asian,"(44.353130053000484, -100.3735306369997)",Asian,RACE,RACEASN
2012,2012,SD,South Dakota,,Hawaiian/Pacific Islander,"(44.353130053000484, -100.3735306369997)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,SD,South Dakota,35.8,American Indian/Alaska Native,"(44.353130053000484, -100.3735306369997)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,SD,South Dakota,26.6,2 or more races,"(44.353130053000484, -100.3735306369997)",2 or more races,RACE,RACE2PLUS
2012,2012,SD,South Dakota,,Other,"(44.353130053000484, -100.3735306369997)",Other,RACE,RACEOTH
2013,2013,SD,South Dakota,29.9,Non-Hispanic White,"(44.353130053000484, -100.3735306369997)",Non-Hispanic White,RACE,RACEWHT
2013,2013,SD,South Dakota,,Non-Hispanic Black,"(44.353130053000484, -100.3735306369997)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,SD,South Dakota,28.9,Hispanic,"(44.353130053000484, -100.3735306369997)",Hispanic,RACE,RACEHIS
2013,2013,SD,South Dakota,,Asian,"(44.353130053000484, -100.3735306369997)",Asian,RACE,RACEASN
2013,2013,SD,South Dakota,,Hawaiian/Pacific Islander,"(44.353130053000484, -100.3735306369997)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,SD,South Dakota,35.1,American Indian/Alaska Native,"(44.353130053000484, -100.3735306369997)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,SD,South Dakota,28.6,2 or more races,"(44.353130053000484, -100.3735306369997)",2 or more races,RACE,RACE2PLUS
2013,2013,SD,South Dakota,,Other,"(44.353130053000484, -100.3735306369997)",Other,RACE,RACEOTH
2014,2014,SD,South Dakota,29,Non-Hispanic White,"(44.353130053000484, -100.3735306369997)",Non-Hispanic White,RACE,RACEWHT
2014,2014,SD,South Dakota,,Non-Hispanic Black,"(44.353130053000484, -100.3735306369997)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,SD,South Dakota,25.6,Hispanic,"(44.353130053000484, -100.3735306369997)",Hispanic,RACE,RACEHIS
2014,2014,SD,South Dakota,,Asian,"(44.353130053000484, -100.3735306369997)",Asian,RACE,RACEASN
2014,2014,SD,South Dakota,,Hawaiian/Pacific Islander,"(44.353130053000484, -100.3735306369997)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,SD,South Dakota,40.7,American Indian/Alaska Native,"(44.353130053000484, -100.3735306369997)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,SD,South Dakota,54.3,2 or more races,"(44.353130053000484, -100.3735306369997)",2 or more races,RACE,RACE2PLUS
2014,2014,SD,South Dakota,,Other,"(44.353130053000484, -100.3735306369997)",Other,RACE,RACEOTH
2015,2015,SD,South Dakota,,Asian,"(44.353130053000484, -100.3735306369997)",Asian,RACE,RACEASN
2015,2015,SD,South Dakota,,Hawaiian/Pacific Islander,"(44.353130053000484, -100.3735306369997)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,SD,South Dakota,,Non-Hispanic Black,"(44.353130053000484, -100.3735306369997)",Non-Hispanic Black,RACE,RACEBLK
2015,2015,SD,South Dakota,,Other,"(44.353130053000484, -100.3735306369997)",Other,RACE,RACEOTH
2015,2015,SD,South Dakota,30.1,Non-Hispanic White,"(44.353130053000484, -100.3735306369997)",Non-Hispanic White,RACE,RACEWHT
2015,2015,SD,South Dakota,31.4,2 or more races,"(44.353130053000484, -100.3735306369997)",2 or more races,RACE,RACE2PLUS
2015,2015,SD,South Dakota,31.8,Hispanic,"(44.353130053000484, -100.3735306369997)",Hispanic,RACE,RACEHIS
2015,2015,SD,South Dakota,37.1,American Indian/Alaska Native,"(44.353130053000484, -100.3735306369997)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,TN,Tennessee,27.9,Non-Hispanic White,"(35.68094058000048, -85.77449091399967)",Non-Hispanic White,RACE,RACEWHT
2011,2011,TN,Tennessee,40.2,Non-Hispanic Black,"(35.68094058000048, -85.77449091399967)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,TN,Tennessee,22,Hispanic,"(35.68094058000048, -85.77449091399967)",Hispanic,RACE,RACEHIS
2011,2011,TN,Tennessee,,Asian,"(35.68094058000048, -85.77449091399967)",Asian,RACE,RACEASN
2011,2011,TN,Tennessee,,Hawaiian/Pacific Islander,"(35.68094058000048, -85.77449091399967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,TN,Tennessee,,American Indian/Alaska Native,"(35.68094058000048, -85.77449091399967)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,TN,Tennessee,31,2 or more races,"(35.68094058000048, -85.77449091399967)",2 or more races,RACE,RACE2PLUS
2011,2011,TN,Tennessee,,Other,"(35.68094058000048, -85.77449091399967)",Other,RACE,RACEOTH
2012,2012,TN,Tennessee,29.6,Non-Hispanic White,"(35.68094058000048, -85.77449091399967)",Non-Hispanic White,RACE,RACEWHT
2012,2012,TN,Tennessee,40.7,Non-Hispanic Black,"(35.68094058000048, -85.77449091399967)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,TN,Tennessee,29.3,Hispanic,"(35.68094058000048, -85.77449091399967)",Hispanic,RACE,RACEHIS
2012,2012,TN,Tennessee,,Asian,"(35.68094058000048, -85.77449091399967)",Asian,RACE,RACEASN
2012,2012,TN,Tennessee,,Hawaiian/Pacific Islander,"(35.68094058000048, -85.77449091399967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,TN,Tennessee,,American Indian/Alaska Native,"(35.68094058000048, -85.77449091399967)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,TN,Tennessee,24.8,2 or more races,"(35.68094058000048, -85.77449091399967)",2 or more races,RACE,RACE2PLUS
2012,2012,TN,Tennessee,,Other,"(35.68094058000048, -85.77449091399967)",Other,RACE,RACEOTH
2013,2013,TN,Tennessee,33,Non-Hispanic White,"(35.68094058000048, -85.77449091399967)",Non-Hispanic White,RACE,RACEWHT
2013,2013,TN,Tennessee,40.4,Non-Hispanic Black,"(35.68094058000048, -85.77449091399967)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,TN,Tennessee,,Hispanic,"(35.68094058000048, -85.77449091399967)",Hispanic,RACE,RACEHIS
2013,2013,TN,Tennessee,,Asian,"(35.68094058000048, -85.77449091399967)",Asian,RACE,RACEASN
2013,2013,TN,Tennessee,,Hawaiian/Pacific Islander,"(35.68094058000048, -85.77449091399967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,TN,Tennessee,,American Indian/Alaska Native,"(35.68094058000048, -85.77449091399967)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,TN,Tennessee,,2 or more races,"(35.68094058000048, -85.77449091399967)",2 or more races,RACE,RACE2PLUS
2013,2013,TN,Tennessee,,Other,"(35.68094058000048, -85.77449091399967)",Other,RACE,RACEOTH
2014,2014,TN,Tennessee,29.6,Non-Hispanic White,"(35.68094058000048, -85.77449091399967)",Non-Hispanic White,RACE,RACEWHT
2014,2014,TN,Tennessee,40.7,Non-Hispanic Black,"(35.68094058000048, -85.77449091399967)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,TN,Tennessee,38.9,Hispanic,"(35.68094058000048, -85.77449091399967)",Hispanic,RACE,RACEHIS
2014,2014,TN,Tennessee,,Asian,"(35.68094058000048, -85.77449091399967)",Asian,RACE,RACEASN
2014,2014,TN,Tennessee,,Hawaiian/Pacific Islander,"(35.68094058000048, -85.77449091399967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,TN,Tennessee,,American Indian/Alaska Native,"(35.68094058000048, -85.77449091399967)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,TN,Tennessee,,2 or more races,"(35.68094058000048, -85.77449091399967)",2 or more races,RACE,RACE2PLUS
2014,2014,TN,Tennessee,,Other,"(35.68094058000048, -85.77449091399967)",Other,RACE,RACEOTH
2015,2015,TN,Tennessee,,Asian,"(35.68094058000048, -85.77449091399967)",Asian,RACE,RACEASN
2015,2015,TN,Tennessee,,Hawaiian/Pacific Islander,"(35.68094058000048, -85.77449091399967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,TN,Tennessee,,Other,"(35.68094058000048, -85.77449091399967)",Other,RACE,RACEOTH
2015,2015,TN,Tennessee,19.2,Hispanic,"(35.68094058000048, -85.77449091399967)",Hispanic,RACE,RACEHIS
2015,2015,TN,Tennessee,31.9,Non-Hispanic White,"(35.68094058000048, -85.77449091399967)",Non-Hispanic White,RACE,RACEWHT
2015,2015,TN,Tennessee,32.6,2 or more races,"(35.68094058000048, -85.77449091399967)",2 or more races,RACE,RACE2PLUS
2015,2015,TN,Tennessee,45.8,American Indian/Alaska Native,"(35.68094058000048, -85.77449091399967)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,TN,Tennessee,48,Non-Hispanic Black,"(35.68094058000048, -85.77449091399967)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,TX,Texas,27,Non-Hispanic White,"(31.827240407000488, -99.42677020599967)",Non-Hispanic White,RACE,RACEWHT
2011,2011,TX,Texas,39.5,Non-Hispanic Black,"(31.827240407000488, -99.42677020599967)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,TX,Texas,34.4,Hispanic,"(31.827240407000488, -99.42677020599967)",Hispanic,RACE,RACEHIS
2011,2011,TX,Texas,10.5,Asian,"(31.827240407000488, -99.42677020599967)",Asian,RACE,RACEASN
2011,2011,TX,Texas,,Hawaiian/Pacific Islander,"(31.827240407000488, -99.42677020599967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,TX,Texas,47.6,American Indian/Alaska Native,"(31.827240407000488, -99.42677020599967)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,TX,Texas,28.3,2 or more races,"(31.827240407000488, -99.42677020599967)",2 or more races,RACE,RACE2PLUS
2011,2011,TX,Texas,,Other,"(31.827240407000488, -99.42677020599967)",Other,RACE,RACEOTH
2012,2012,TX,Texas,25.2,Non-Hispanic White,"(31.827240407000488, -99.42677020599967)",Non-Hispanic White,RACE,RACEWHT
2012,2012,TX,Texas,36.3,Non-Hispanic Black,"(31.827240407000488, -99.42677020599967)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,TX,Texas,35.2,Hispanic,"(31.827240407000488, -99.42677020599967)",Hispanic,RACE,RACEHIS
2012,2012,TX,Texas,6.6,Asian,"(31.827240407000488, -99.42677020599967)",Asian,RACE,RACEASN
2012,2012,TX,Texas,,Hawaiian/Pacific Islander,"(31.827240407000488, -99.42677020599967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,TX,Texas,,American Indian/Alaska Native,"(31.827240407000488, -99.42677020599967)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,TX,Texas,26.8,2 or more races,"(31.827240407000488, -99.42677020599967)",2 or more races,RACE,RACE2PLUS
2012,2012,TX,Texas,,Other,"(31.827240407000488, -99.42677020599967)",Other,RACE,RACEOTH
2013,2013,TX,Texas,27.1,Non-Hispanic White,"(31.827240407000488, -99.42677020599967)",Non-Hispanic White,RACE,RACEWHT
2013,2013,TX,Texas,38.8,Non-Hispanic Black,"(31.827240407000488, -99.42677020599967)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,TX,Texas,36.5,Hispanic,"(31.827240407000488, -99.42677020599967)",Hispanic,RACE,RACEHIS
2013,2013,TX,Texas,9.5,Asian,"(31.827240407000488, -99.42677020599967)",Asian,RACE,RACEASN
2013,2013,TX,Texas,,Hawaiian/Pacific Islander,"(31.827240407000488, -99.42677020599967)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,TX,Texas,27.2,American Indian/Alaska Native,"(31.827240407000488, -99.42677020599967)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,TX,Texas,27.2,2 or more races,"(31.827240407000488, -99.42677020599967)",2 or more races,RACE,RACE2PLUS
2013,2013,TX,Texas,,Other,"(31.827240407000488, -99.42677020599967)",Other,RACE,RACEOTH
2014,2014,TX,Texas,35.6,Hispanic,"(31.827240407000488, -99.42677020599967)",Hispanic,RACE,RACEHIS
